ID	BILL_ID	WORD
1379	128260	FAST
1380	128271	GPS
1381	128274	HEAL
1382	128279	RESPECT
1383	128313	ACCESS
1384	128339	SOLD
1385	128354	SAFER
1386	128358	SPRINT
1387	128375	FAIR
1388	128441	LESS
1389	128483	DRIVES
1390	128500	REAPS
1391	128506	HELP
1392	128540	THREE
1393	128587	JOBS
1394	128624	ACHE
1395	128627	HEARTS
1396	128634	STOP
1397	128663	GREEN
1398	128686	HOME
1399	128694	ASAP
1400	128699	PACE
1401	128700	EMT
1402	128718	JOLT
1403	128766	ACE
1404	128787	UPDATE
1405	128788	RARE
1406	128805	HIRE
1407	128814	CARE
1408	128819	WAGES
1409	128824	SIMPLE
1410	128852	JOLT
1411	128853	REBUILD
1412	128857	INVEST
1413	128860	RAISE
1414	129002	FOCUS
1415	129049	RESTRICT
1416	129055	RICE
1417	129080	RUSH
1418	129087	STAR
1419	129129	RDOCS
1420	129136	URSA
1421	129144	HIRE
1422	129165	JOLT
1423	129203	ROADS
1424	129203	SAFE
1425	129204	HELP
1426	129280	SAVE
1427	129284	IT
1428	129284	USE
1429	129357	SEAL
1430	129361	SAFE
1431	129402	SPRINT
1432	129411	SMART
1433	129415	PARTS
1434	129437	IT
1435	129437	SECURE
1436	129454	SNAP
1437	129455	RECLAIM
1438	129462	HEALTH
1440	129513	STOPS
1441	129516	HEALTH
1442	129532	CARE
1443	129552	SOFA
1444	129556	STANDUP
1445	129583	FAST
1446	129586	WAIVE
1447	129594	SMART
1448	129609	SOAR
1449	129613	EXCEL
1450	129627	SECURE
1451	129694	HEALTH
1452	129702	CARES
1453	129712	RAPID
1454	129774	DIPLOMA
1455	129790	PHIT
1456	129810	EXPAND
1457	129817	DATA
1458	129829	SPECTRUM
1459	129881	STEM
1460	129890	FAST
1461	129930	VISIT
1462	129961	SOAR
1463	129977	CHURCH
1464	130045	PATIENTS
1465	130081	VITA
1466	130088	OIL
1467	130099	MOMS
1468	130120	SMART
1469	130127	SERVE
1470	130129	SOUND
1471	130180	SAFE
1472	130205	STOP
1473	130210	SAFE
1474	130246	CROP
1475	130255	VETS
1476	130258	MADE
1477	130262	MARCH
1478	130280	CREDIT
1479	130280	FAIR
1480	130282	PUT
1481	130282	STAY
1482	130284	FREE
1483	130290	DIAPER
1484	130307	TREAT
1485	130313	HOMES
1486	130319	CARE
1487	130349	HEALTH
1488	130358	RACE
1489	130367	REINS
1490	130387	COAST
1491	130391	REINS
1492	130396	PESTT
1493	130416	MADE
1494	130418	SEAS
1495	130419	FACT
1496	130423	PRIME
1497	130439	REFI
1498	130469	HALE
1499	130474	SAFER
1500	130477	FAST
1501	130519	LEVEL
1502	130520	HARVEST
1503	130530	COINS
1504	130541	HIGHER
1505	130541	LIFT
1506	130591	HIRE
1507	130591	HOME
1508	130607	AGREE
1509	130634	LIFE
1510	130634	PRO
1511	130637	CARP
1512	130656	SERVE
1513	130659	OUTDOOR
1514	130663	BEST
1515	130663	PRACTICES
1516	130668	DREAM
1517	130715	REPEAL
1518	130768	DISCLOSE
1519	130823	AID
1520	130832	PLUS
1521	130853	RESET
1522	130859	FACT
1523	130893	STEM
1524	130896	STOP
1525	130919	RESCUE
1526	130922	CROWDFUND
1527	130923	HITEC
1528	130924	WIN
1529	130978	GAS
1530	131001	HEART
1531	131034	SAFE
1532	131064	REAL
1533	131067	BEST
1534	131087	CAMPUS
1535	131115	SECTORS
1536	131165	ROADS
1537	131165	SAFE
1538	131283	SAFER
1539	131306	LESS
1540	131310	IRS
1541	131325	HEALTH
1542	131356	PACT
1543	131400	MAPLE
1544	131401	NOW
1545	131476	FARE
1546	131493	FAST
1547	131509	CLEAN
1548	131519	SLICE
1549	131534	EMT
1550	131565	SERVE
1551	131569	STORAGE
1552	131597	HEALTH
1553	131612	LAW
1554	131626	SAFE
1555	131631	RAISE
1556	131654	NOPEC
1557	131657	POST
1558	131658	REAP
1559	131673	HOME
1560	131685	WEST
1561	131713	SAFETI
1562	131728	FLY
1563	131737	DIAPER
1564	131761	CROWDFUND
1565	131776	RAPID
1566	131795	OPEN
1567	131829	FINE
1568	131846	HAVEN
1569	131873	SERV
1570	131909	SUGAR
1571	131923	LAW
1572	131929	CUT
1573	131935	PRINT
1574	131943	CHEATS
1575	131944	STOP
1576	131950	FAIR
1577	131953	APPLE
1578	132000	RELIEF
1579	132004	FASTT
1580	132005	STARTUP
1581	132013	LEARN
1582	132026	GAPS
1583	132069	HONOR
1584	132074	JUSTICE
1585	132074	PROSTATE
1586	132116	DART
1587	132128	OUTDOOR
1588	132134	TEST
1589	132145	COVERT
1590	132156	CLEAN
1591	132156	UP
1592	132176	POWER
1593	132199	PROTECT
1594	132305	STOP
1595	132307	IMPACT
1596	132336	SAVE
1597	132360	MARCH
1598	132361	STEP
1599	132394	ULTRA
1600	132399	WISE
1601	132421	FIRE
1602	132443	IRE
1603	132449	PIONEERS
1604	132450	PROTECT
1605	132466	DASH
1606	132478	SHIELD
1607	132557	STOP
1608	132561	REEFS
1609	132585	GRANT
1610	132612	COASTAL
1611	132621	RARE
1612	132626	FIELD
1613	132626	NO
1614	132643	REAL
1615	132668	RAMP
1616	132673	SAFE
1617	132687	SAFE
1618	132705	HEROES
1619	132775	IT
1620	132775	SECURE
1621	132788	EQUIP
1622	132800	BEST
1623	132808	HELP
1624	132815	HEARTH
1625	132840	ACT
1626	132840	ALERT
1627	132870	HAVEN
1628	132876	HIRES
1629	132883	CPR
1630	132891	HOME
1631	132944	SHUT
1632	133057	DREAM
1633	133060	DATA
1634	133065	CARE
1635	133065	WE
1636	133068	EAT
1637	133116	CHEF
1638	133149	ARMS
1639	133170	CAMPUS
1640	133176	STOP
1641	133187	SAFE
1642	133211	LIFE
1643	133223	FAST
1644	133254	EATS
1645	133305	FEDS
1646	133305	STOP
1647	133315	SEAM
1648	133341	ACHIEVE
1649	133359	NOTICE
1650	133391	LEAVE
1651	133421	SUN
1652	133431	RESTART
1653	133432	CUT
1654	133435	FUELS
1655	133441	RIGHTS
1656	133473	STATE
1657	133482	FUEL
1658	133490	SCREEN
1659	133501	VERIFI
1660	133503	STARTUP
1661	133513	SAFER
1662	133558	SMART
1663	133564	AIR
1664	133597	SWAT
1665	133609	SAVE
1666	133610	SOS
1667	133634	CARP
1668	133646	SEED
1669	133647	STRIP
1670	133673	AMERICA
1671	133683	PATIENTS
1672	133739	OPERA
1673	133803	RISE
1674	133804	HEARTS
1675	133854	SECURE
1676	133856	EASY
1677	133882	PIE
1678	133886	SMART
1679	133911	FARE
1680	133938	EXPERRT
1681	133994	PASS
1682	134016	SAY
1683	134016	YEA
1684	134037	STAPLE
1685	134038	STAR
1686	134044	SEAM
1687	134055	SET
1688	134059	SUCCESS
1689	134071	HIRE
1690	134122	HALE
1691	134163	RELIEF
1692	134195	JOBS
1693	134202	STOP
1694	134219	DREAM
1695	134219	JOBS
1696	134219	POWER
1697	134249	EASY
1698	134295	EXPENSE
1699	134317	GAAP
1700	134326	REVAMP
1701	134329	FASTER
1702	134364	OPTION
1703	134444	TRADE
1704	134484	BEST
1705	134541	SOS
1706	134586	BEER
1707	134593	TEAM
1708	134634	PATH
1709	134648	POWER
1710	134735	CROP
1711	134737	ACE
1712	134747	SAVE
1713	134793	SAVE
1714	134812	HONOR
1715	134818	SMART
1716	134819	RADIOS
1717	134820	LEADS
1718	134825	SAFE
1719	134842	SAVE
1720	134845	CURED
1721	134882	ACCESS
1722	134923	METRICS
1723	134935	PASS
1724	134938	MAPLE
1725	134940	TEAM
1726	134946	LAND
1727	134970	DREDGE
1728	134994	TEACH
1729	135015	EACH
1730	135059	TEST
1731	135062	HELP
1732	135086	VETS
1733	135110	NERO
1734	135132	LIFE
1735	135134	CARE
1736	135149	RETAIN
1737	135164	MODDERN
1738	135179	REFRESH
1739	135215	CAMPER
1740	135263	HALT
1741	135267	HELP
1742	135314	RELIEF
1743	135320	COMBAT
1744	135336	STOP
1745	135346	ON
1746	135346	TIME
1747	135353	SAFE
1748	135373	COASTAL
1749	135411	RETRO
1750	135427	HEARTH
1751	135436	JOBS
1752	135437	ACCESS
1753	135438	CAMPUS
1754	135829	WORC
1755	137225	WORC
1756	146067	WORC
1757	159124	SENSE
1758	159307	ACCOPS
1759	159363	PRIDE
1760	159370	THREAT
1761	159419	SAFE
1762	159562	PREPARE
1763	159631	WIRE
1764	159746	SOS
1765	159762	BLAST
1766	159762	PROTECT
1767	159893	SMARTS
1768	159895	FOCUS
1769	159898	CREATE
1770	159983	WING
1771	160038	BLOCK
1772	160038	SPY
1773	160151	FAIR
1774	160240	EFFECT
1775	160263	SAAAVE
1776	160321	CHASE
1777	160379	JUBILEE
1778	160387	SAVE
1779	160399	MEDIA
1780	160471	RAVE
1781	160493	HEART
1782	160496	PACT
1783	160581	PROTECTION
1784	160592	ID
1785	160592	SAFE
1786	160604	GROW
1787	160605	FIRE
1788	160615	CARE
1789	160741	IMPACT
1790	160883	HELP
1791	160894	SAFE
1792	160952	ICARE
1793	161059	PACT
1794	161164	COAST
1795	161177	STOP
1796	161187	CLEAR
1797	161227	JUBILEE
1798	161320	CARE
1799	161360	HEART
1800	161368	SOS
1801	161630	SAVE
1802	161630	US
1803	161630	VETS
1804	161638	SPAM
1805	161646	TRACE
1806	161723	BREEZE
1807	161763	STOP
1808	161768	PROTECTION
1809	161809	SOLVE
1810	161837	FIRST
1811	161880	NAFTA
1812	161929	EFFECTER
1813	161990	TRAIL
1814	161998	TEACH
1815	162056	MORE
1816	162075	CASE
1817	162157	HOPE
1818	162696	CREATE
1819	162790	CAMRA
1820	162808	TEACH
1821	162914	ROLE
1822	163020	CORT
1823	163029	RAFT
1824	163081	GATE
1825	163157	VETS
1826	163177	STOP
1827	163231	GROW
1828	163378	SAFE
1829	163410	ART
1830	163423	TERFF
1831	163455	FAIR
1832	163497	ASPIRE
1833	163508	SAFE
1834	163666	MEDDS
1835	163668	SAFER
1836	163682	LEADERS
1837	163729	ID
1838	163729	SAFE
1839	163844	HELP
1840	163949	CAN
1841	163949	SPAM
1842	164004	PROTECTION
1843	164004	SAFER
1844	164057	GRAD
1845	164101	ENHANCE
1846	164126	SECURE
1847	164153	ASPIRE
1848	164174	MADE
1849	164261	SEARCH
1850	164317	MEDS
1851	164352	CLEAR
1852	164575	FRESH
1853	164596	HELP
1854	164605	FOCUS
1856	164798	ART
1857	164817	EATN
1858	164905	IMPORT
1859	164917	VISA
1860	165032	FAIR
1861	165147	SAFE
1862	165239	PREEMIE
1863	165244	RECORD
1864	165262	JUDGES
1865	165405	REDUCE
1866	165447	SMART
1867	165491	PROTECT
1868	165503	CORE
1869	165505	SEARCH
1870	165570	ICARE
1871	165588	FAIR
1872	165616	PREEMIE
1873	165657	FAST
1874	165665	EFFECTER
1875	165715	SAFE
1876	165820	BE
1877	165820	REAL
1878	165862	UPLIFT
1879	165883	HEROES
1880	165884	RAPID
1881	165897	COAST
1882	165949	PROTECTION
1883	166069	ICARE
1884	166112	FOCUS
1886	166118	TRIP
1887	166155	VISA
1888	166169	TERFF
1889	166222	CREATE
1890	166222	DREAM
1891	166222	PACT
1892	166222	PROMISE
1893	166251	HEALTH
1894	166265	TRAUMA
1895	166331	VOICE
1896	166357	HEALTH
1897	166358	HEALTH
1898	166363	UNITE
1899	166453	ID
1900	166453	SAFE
1901	166462	FAST
1902	166510	SAFE
1903	166553	HEALTH
1904	166563	ART
1905	166743	FOCUS
1906	166781	GUARD
1907	166827	SMART
1908	166923	ID
1909	166923	SAFE
1910	166961	TIER
1911	167135	IMPORT
1912	167173	RAFT
1913	167222	LIFE
1914	167228	PRIDE
1915	167260	CAR
1916	167311	IMPACT
1917	167319	VETS
1918	167340	PITFALL
1919	167378	TRACE
1920	167401	EFFECT
1921	167421	PROTECT
1922	167435	JUDGES
1923	167441	HIRE
1924	167452	IMPACT
1925	167513	SAFE
1926	167572	PAY
1927	167572	UP
1928	167643	ABC
1929	167645	STOHP
1930	167663	FOSTER
1931	167669	SHIELD
1932	167691	NOPEC
1933	167821	SACRIFICE
1934	167891	LEGACY
1935	167970	PITFALL
1936	168047	HEALTH
1937	168051	ANTI
1938	168051	GANG
1939	168101	IMPACT
1940	168104	FAIR
1941	168116	CARD
1942	168162	FERMI
1943	168170	CARE
1944	168181	RARE
1945	168187	ART
1946	168338	STAR
1947	168351	SOS
1948	168383	PROMISE
1949	168384	CLEAN
1950	168384	UP
1951	168418	LITE
1952	168454	SAFE
1953	168503	SAFE
1955	168610	PRISE
1956	168715	REDUCE
1957	168731	COAST
1958	168884	MEDIA
1959	168891	SECURE
1960	168973	CARE
1961	168980	FACT
1962	168993	NOPEC
1963	169024	ENRON
1964	169035	DREAM
1965	169094	SOLVE
1966	169121	COAST
1967	169124	HEALTH
1968	169154	CHEER
1969	169198	TRAIN
1970	169286	TRAINS
1971	169347	DONATE
1972	169392	SOS
1973	169510	HERO
1974	169555	SAFE
1975	169636	CHEER
1976	169645	SAFER
1977	169685	ACT
1978	169685	SPY
1979	169737	PACT
1980	169743	GAS
1981	169798	GATE
1982	169823	ATM
1983	169885	PROMISE
1984	169917	SNIPER
1985	169972	AID
1986	170019	PREPARE
1987	170096	HERO
1988	170132	PORTS
1989	170144	MEAL
1990	170146	CLAIM
1991	170204	HOPE
1992	170217	AGE
1993	170230	HOPE
1994	170239	TRAIN
1995	170306	SKIL
1996	170331	TRIM
1997	170551	TRUTH
1998	170562	LEAF
1999	170621	GRAD
2000	170623	DREAM
2001	170626	GIVE
2002	170691	SEARCH
2003	170716	COAST
2004	170750	PATCH
2005	170773	JUBILEE
2006	170775	EAT
2007	170786	ABC
2008	170895	SAFE
2009	171040	EFFECTER
2010	171143	CHILD
2011	171162	HEART
2012	171169	SENIORS
2013	171346	HOME
2014	171346	HOPE
2015	171374	FIRST
2016	171399	CHILD
2017	171425	AIM
2018	171425	TAKE
2019	171479	REPAIR
2020	171487	PRICE
2021	171538	ALERT
2022	171645	COAST
2023	171648	TEACH
2024	171650	HELP
2025	171678	COMPETE
2026	171706	HEART
2027	171824	COAST
2028	171828	KATRINA
2029	171866	TIER
2030	171885	MOTHERS
2031	171905	CARE
2032	171909	TEA
2033	172073	CARE
2034	172111	EXTEND
2035	172126	CALL
2036	172126	SAFE
2037	172229	ROAD
2038	172264	CLEAR
2039	172275	ACCESS
2040	172341	HEART
2041	172364	SCORE
2042	172386	CLEAN
2043	172388	SURE
2044	172466	SPEAK
2045	172491	SECURE
2046	172494	STATES
2047	172597	STOP
2048	172620	SAFE
2049	172684	OPEN
2050	172703	PATCH
2051	172732	CAMRA
2052	172776	CLEAN
2053	172776	UP
2054	172895	ID
2055	172895	SAFE
2056	172946	HOMES
2057	172961	SHINE
2058	172969	BOOST
2059	173001	WATCHDOGS
2060	173014	SAFE
2061	173066	SAFE
2062	173110	HELP
2063	173287	TEACH
2064	173307	STOP
2065	173329	PRISE
2066	173342	ENRON
2067	173360	SAFE
2068	173394	CLASS
2069	173396	LITE
2070	173444	ABC
2071	173474	ACCESS
2072	173608	NOPEC
2073	173699	FAIR
2074	173713	FAIR
2075	173805	RAISE
2076	173836	STOP
2077	173851	STOPP
2078	173924	SAFER
2079	173963	STEP
2080	173982	JUSTICE
2081	174007	HEALTH
2082	174054	FRAUD
2083	174054	STOP
2084	174062	CLASS
2085	174159	CARE
2086	174169	SAFE
2087	174202	CARE
2088	174211	TRACK
2089	174222	OPEN
2090	174333	COMPETE
2091	174475	SCHOOL
2092	174517	ADVANCE
2093	174524	PRIDE
2094	174546	POWER
2095	174588	CARE
2096	174601	TRACE
2097	174605	BOLD
2098	174642	ACT
2099	174667	PROTECTION
2100	174755	CLASS
2101	174785	SAAAVE
2102	174810	GROW
2103	174854	SEEK
2104	174857	TEACH
2105	174858	ASPIRE
2106	174860	SABIR
2107	174988	ADOPT
2108	175158	SUN
2109	175160	HEROES
2110	175239	PREEMIE
2111	175250	FIND
2112	175254	SAFE
2113	175383	SERVE
2114	175386	FIRES
2115	175407	VETS
2116	175417	TRAIL
2117	175467	ID
2118	175467	SAFE
2119	175491	DREAM
2121	175491	JOBS
2122	175491	SKIL
2123	175568	GAIA
2124	175582	STOP
2125	175663	WEANS
2126	175699	ACT
2127	175699	SPY
2128	175706	ATM
2129	175725	BOND
2130	175729	FAIR
2131	175747	TEAM
2132	175751	MORE
2133	175751	PRIDE
2134	175761	EMPOWER
2135	175762	STATE
2136	175855	ART
2137	175870	SABIR
2138	175886	ROLE
2139	175891	RIDE
2140	175909	WIN
2141	175974	SLAM
2142	175994	SAFE
2143	176067	WISH
2144	176109	PROGRESS
2145	176116	TARR
2146	176169	DATA
2147	176193	NOPEC
2148	176196	PRICE
2149	176210	SCORE
2150	176212	PACT
2151	176253	SURGE
2152	176268	STEP
2153	176280	RISE
2154	176282	STANDUP
2155	176284	GRAD
2156	176369	COIN
2157	176444	SUN
2158	176476	ENRON
2159	176516	COMPETE
2160	176595	RESPOND
2161	176640	SLICE
2162	176647	SCORE
2163	176653	ENFORCE
2164	176680	MINERS
2165	176686	PASS
2166	176714	FAIR
2167	176726	REPAIR
2168	176735	HERO
2169	176785	FIRES
2170	176822	NOW
2171	176863	VACS
2172	176900	MINER
2173	177006	FACT
2174	177037	GROW
2175	177106	MEAL
2176	177109	NOPEC
2177	177110	SAVE
2178	177110	US
2179	177110	VETS
2180	177134	SAFE
2181	177152	CARD
2182	177240	RIGHT
2183	177272	CAMRA
2184	177275	SAFE
2185	177295	HERO
2186	177303	REPAIR
2187	177336	FAIR
2188	177382	SAFE
2189	177382	US
2190	177382	WEB
2191	177394	DATA
2192	177426	SUN
2193	177543	EDGE
2194	177617	GATE
2195	177626	SAFE
2196	177627	ROAD
2197	177745	CHEER
2198	177771	COMPETE
2199	177882	CASE
2200	177912	SAFER
2201	177966	SKIL
2202	178042	FORWARD
2203	178189	OGAS
2204	178203	HEALS
2205	178253	PLEA
2206	178272	SENIORS
2207	178300	PACT
2208	178335	SAFE
2209	178384	HEROES
2210	178419	CARD
2211	178443	TRIP
2212	178517	SEARCH
2213	178526	GAS
2214	178530	REFINE
2215	178572	NET
2216	178572	SAFER
2217	178590	LISTEN
2218	178597	PHARM
2219	178615	HEALTH
2220	178629	SAFE
2221	178661	CARE
2222	178689	GROWTH
2223	178746	ASPIRE
2224	178820	IMPACT
2225	178843	THREAT
2226	178870	TRADE
2227	178925	TRUE
2228	178951	PREEMIE
2229	179007	TIME
2230	179038	VEHICLE
2231	179039	HERO
2232	179074	STANDUP
2233	179147	LOAN
2234	179244	DREAM
2235	179287	SHIELD
2236	179405	ANTI
2237	179405	GANG
2238	179459	BOLD
2239	179464	TRADE
2240	179489	HOME
2241	179489	HOPE
2242	179491	EFFECTER
2243	179527	GIVE
2244	179642	CAMRA
2245	179759	HELP
2246	179787	PRICED
2247	179879	PUNT
2248	179977	THRIVE
2249	179992	OILSAVE
2250	180016	IMPORT
2251	180133	STEP
2252	180170	TRUTH
2253	180221	LIFE
2254	180373	CARD
2255	180436	PRICED
2256	180513	AID
2257	180565	HEROES
2258	180582	NOPEC
2259	180611	POWER
2260	180625	SAVE
2261	180676	SMART
2262	180757	PRICE
2263	180780	ACT
2264	180873	PLEA
2265	180951	MAP
2266	180952	SAFE
2267	180952	US
2268	180952	WEB
2269	180971	END
2270	180978	IDEA
2271	181049	FOCUS
2272	181134	ROAD
2273	181164	POWER
2274	181207	VOICE
2275	181244	ART
2276	181247	HOPE
2277	181260	ANGELS
2278	181271	HEALTH
2279	181287	VIP
2280	181293	PACT
2281	181352	EXPENSE
2282	181379	MINER
2283	181382	COPE
2284	181460	HELPS
2285	181462	FOSTER
2286	181565	ICARE
2287	181664	SAFE
2288	181738	VISA
2289	181805	BORDERS
2290	181840	BIOFUEL
2291	181841	CLEAR
2292	181906	FAIR
2293	181955	CORE
2294	181960	PACT
2295	181978	MEDS
2296	182100	CARE
2297	182115	CHEER
2298	182136	LEADERS
2299	182172	ADVANCE
2300	182188	SAFER
2301	182198	ASAP
2302	182222	SERVE
2303	182260	ACE
2304	182331	ACTION
2305	182336	WING
2306	182377	CARE
2307	182386	CORE
2308	182390	STEP
2309	182397	BLOCK
2310	182397	SPY
2311	182406	ADVANCE
2312	182423	GUEST
2313	182423	REAL
2314	182438	COST
2315	182452	PRICE
2316	182480	CARE
2317	182507	CLEAN
2318	182507	UP
2319	182525	CHOICE
2320	182564	LAW
2321	182570	IMPORT
2322	182589	SERVE
2323	182613	PROTECT
2324	182769	VIP
2325	182770	PAY
2326	182770	UP
2327	182774	COP
2328	182798	FREE
2329	182853	RISE
2330	182871	FUEL
2331	182894	IMPACT
2332	182910	GEN
2333	183897	CARE
2334	183914	SMUT
2335	183914	STOP
2336	184872	SEED
2337	185385	PATH
2338	185700	CARE
2339	185725	HOPE
2340	185785	USA
2341	185965	USA
2342	186922	CARE
2343	187377	PATH
2344	188736	CARE
2345	189518	SEED
2346	190664	PATH
2347	192211	SEED
2348	193582	SEED
2349	194247	SMART
2350	194457	SEED
2351	194853	BUG
2352	195074	CARE
2353	195139	PRIME
2354	195145	PRIME
2355	195298	NOPEC
2356	195343	FAIR
2357	195407	CHOICES
2358	195674	NOPEC
2359	195750	LIFE
2360	195769	HELP
2361	195898	FIRST
2362	195977	SAFE
2363	195986	CLASS
2364	196252	WIND
2365	196549	ENFORCE
2366	196558	NICE
2367	196569	CLASS
2368	196580	ME
2369	196580	SHOW
2370	196792	PROTECTION
2371	196815	DEFEAT
2372	196879	BRAIN
2373	197520	EMPOWER
2374	197524	GAINS
2375	197557	CARE
2376	197657	CARE
2377	197687	PATCH
2378	197827	ENFORCE
2379	197915	SAFE
2380	197955	SPICE
2381	197968	HOPE
2382	198004	ATM
2383	198043	SENSE
2384	198205	LIFE
2385	198214	HITEC
2386	198246	SAFE
2387	198246	USA
2388	198432	CUFF
2389	198449	SPICE
2391	198517	HOPE
2392	198525	HELP
2393	198532	FASTNET
2394	198593	ACT
2395	198593	ED
2396	198604	HOPE
2397	198752	REACH
2398	198762	FIRE
2399	198788	GIVE
2400	198792	HELP
2401	198892	TRUTH
2402	198984	SAFE
2403	199027	HOPE
2404	199119	GAAP
2405	199147	WAR
2406	199184	TRIP
2407	199206	PREDICT
2408	199483	TEMPO
2409	199586	ABC
2410	199599	FIRE
2411	199710	FIRE
2412	199724	BLAST
2413	199763	CHART
2414	199908	PIN
2415	199984	TREAD
2416	200166	SHARE
2417	200234	REACH
2418	200274	LIFE
2419	200476	MEND
2420	200835	CLEAR
2421	200904	SAFE
2422	200917	DEED
2423	200927	MERIT
2424	201044	CARE
2425	201130	SAFE
2426	201191	BEST
2427	201226	RARE
2428	201227	LEAP
2429	201341	POWER
2430	201397	PEEP
2431	201500	CUFF
2432	201566	HELP
2433	201630	ACCESS
2434	201692	HOPE
2435	201763	ACE
2436	201863	SOS
2437	201951	KIDS
2438	202177	HOPE
2440	202377	SAF
2441	202620	GREATT
2442	202620	IDEA
2443	202664	PATRIOT
2444	202742	PROTECTION
2445	202815	GAAP
2446	202819	RARE
2447	202869	READY
2448	202964	CARE
2449	202964	TAKE
2450	202988	SAFE
2451	203099	ASSURE
2452	203101	SAFER
2453	203127	SAFE
2454	203217	BASIC
2455	203233	HELP
2456	203345	LEAP
2457	203535	TRUTH
2458	203561	SAVE
2459	203600	ABC
2460	203788	HOPE
2461	203906	CUFF
2462	203915	PATCH
2463	203952	MERIT
2464	204099	HEAL
2465	204118	SAFE
2466	204335	CARE
2467	204349	CLASS
2468	204574	FAIR
2469	204608	WAGE
2470	205022	ORBIT
2471	205054	SWEETEST
2472	205071	ASSURE
2473	205248	SAFER
2474	205287	JUMP
2475	205322	SAFER
2476	205357	TRUTH
2477	205401	AID
2478	205422	MEND
2479	205425	CARE
2480	205527	CIDCARE
2482	205649	HEALTH
2483	205656	PIE
2484	205676	RESTORE
2485	205746	CARS
2486	205786	PATH
2487	205822	MOTHERS
2488	205835	WEAN
2489	205847	SAFER
2490	205856	GIVE
2491	205869	PROTECT
2492	205879	NOPEC
2493	205884	CLEAN
2494	205884	TOWN
2495	205888	SERV
2496	205934	PRICED
2497	205977	HOPE
2498	206024	SAVE
2499	206084	USA
2500	206104	FIRST
2501	206109	FLAME
2502	206133	CARE
2503	206136	POWER
2504	206209	MINER
2505	206259	STEP
2506	206259	UP
2507	206260	FOARAM
2508	206273	GIVE
2509	206284	LIMITS
2510	206317	CARE
2511	206378	FOARAM
2512	206410	PLAY
2513	206425	SEEDS
2514	206488	VETS
2515	206491	HOMES
2516	206499	PROTECT
2517	206506	FAIR
2518	206510	SAVE
2519	206593	AIM
2520	206593	TAKE
2521	206657	REPAIR
2522	206756	COACH
2523	206779	FIT
2524	206820	PATH
2525	206834	LEAF
2526	206916	TEACH
2527	206928	FIT
2528	206967	FREEDOM
2529	206978	PROTECT
2530	207010	SKIL
2531	207075	SAFE
2532	207099	CLEAN
2533	207099	UP
2534	207153	FIRST
2535	207163	LITE
2536	207232	ROAD
2537	207247	IDEA
2538	207266	HANDS
2539	207309	CHESSEA
2540	207353	MATCH
2541	207434	RISE
2542	207440	OVERDUE
2543	207448	EARN
2544	207523	PUNT
2545	207571	LEAD
2546	207575	CLAIM
2547	207627	LIBRARIAN
2548	207628	CAN
2549	207628	DO
2550	207641	JOBS
2551	207641	NEW
2552	207649	CARE
2553	207687	GEAR
2554	207733	PRIME
2555	207852	ACTION
2556	207879	RIDE
2557	207881	HEALTH
2558	207884	RESPONDER
2559	207897	SERV
2560	207928	SAFE
2561	207933	PROTECT
2562	207970	TRADE
2563	208111	FEMA
2564	208127	REAP
2565	208214	PATH
2566	208224	COMBAT
2567	208237	FEAR
2568	208314	GUST
2569	208340	ANGELS
2570	208436	SPACE
2571	208485	SUN
2572	208490	POWER
2573	208518	NOW
2574	208669	FRAUD
2575	208669	STOP
2576	208703	HERO
2577	208735	HERO
2578	208752	GREEN
2579	208762	CLASS
2580	208798	WARM
2581	208877	GAINS
2582	208913	HOME
2583	208969	HALE
2584	209019	PACE
2585	209080	REWARD
2586	209219	HEART
2587	209310	PLAY
2588	209325	NOPEC
2589	209356	ASPIRE
2590	209358	SHOP
2591	209418	PACT
2592	209426	TACT
2593	209439	FOCUS
2594	209472	HEAR
2595	209479	SECTORS
2596	209503	PROUD
2597	209562	PRICE
2598	209573	TRUCC
2599	209580	OILSAVE
2600	209633	OVERSEAS
2601	209641	CURA
2602	209642	SAFE
2603	209648	CUTS
2604	209673	DOES
2605	209702	SEND
2606	209734	LEAD
2607	209758	PROTECT
2608	209796	GRAD
2609	209859	RAISE
2610	209863	PACTS
2611	209866	HONOR
2612	209898	SHOP
2613	209901	REVAMP
2614	209902	RENEWAAL
2615	209939	GITMO
2616	209947	GRADUATES
2617	209966	PACT
2618	209993	GREEN
2619	210057	AID
2620	210086	CLEAR
2621	210091	RENEWAAL
2622	210120	ABC
2623	210135	SECURE
2624	210193	FREE
2625	210214	IDEA
2626	210215	EXTEND
2627	210271	VETS
2628	210292	COOL
2629	210335	ROAD
2630	210358	STRONGR
2631	210370	FOREWARN
2632	210432	MATTERS
2633	210437	ACT
2634	210456	COMPETES
2635	210491	TRADE
2636	210523	CARE
2637	210523	WE
2638	210556	TRAC
2639	210610	COAST
2640	210632	LEAPP
2641	210673	ROAD
2642	210677	CARS
2643	210705	PRECAUTION
2644	210727	HOME
2645	210758	RIPE
2646	210771	TRACE
2647	210804	ROAD
2648	210823	SLICE
2649	210885	PROMISE
2650	210929	VULTURE
2651	210960	ADVANCE
2652	210993	SMART
2653	211022	VET
2654	211044	FELAS
2655	211049	ERA
2656	211049	NEW
2657	211074	WAGE
2658	211079	HOME
2659	211092	CHOICE
2660	211104	SUN
2661	211215	BEST
2662	211247	ARTS
2663	211344	NOURISH
2664	211388	STAND
2665	211439	SAFE
